level	file	id	title	reading_goal	code	question	answer	explanation	project_context	question_type	concepts
9	python_tag_filter_advanced_search_v55.json	PY55_L09_url_query_state_001	URL query state 읽기	검색 조건을 URL query에 담아 공유하거나 복원하는 방식을 이해한다.	const params = new URLSearchParams({\n  q: filterState.query,\n  level: String(filterState.levelMin),\n  concept: filterState.concept\n});\nconst url = `?${params}`;	URL query state의 장점은?	검색 조건을 링크로 공유하거나 새로고침 후 복원할 수 있다	URLSearchParams가 space와 특수문자를 encode한다. load할 때 level 범위와 허용 concept를 validate하고 unknown parameter는 안전하게 무시한다. URL은 history, log, referrer와 공유될 수 있으므로 private note나 민감한 query를 넣지 않는다.	감사 v2에서 TAG_FILTER_ADVANCED_SEARCH가 0 hits였으므로, v55는 대량 카드 학습앱에서 원하는 카드를 빠르게 찾는 검색/필터 UX를 보강한다.	meaning_choice	"[""url_query"",""shareable_filter"",""state""]"
9	python_tests_regression_quality_gate_v47.json	PY47_L09_fail_fast_001	fail fast 읽기	문제를 발견하면 뒤 작업을 계속하지 않고 바로 중단하는 fail fast를 이해한다.	if missing_files:\n    raise SystemExit('missing files')\n\ncommit_changes()	fail fast의 장점은?	깨진 상태로 뒤 단계가 계속 진행되는 것을 막는다	fail fast는 문제가 보이면 뒤 단계를 계속 진행하지 않고 바로 멈추는 방식이다. 원인 파악이 쉬워지고 잘못된 산출물이 퍼지는 것을 막는다. 검증 실패를 초기에 멈추면 뒤에서 생기는 2차 오류와 원래 오류를 섞어 보지 않아도 된다.	version guard, missing file check, duplicate ID check가 fail fast 역할을 한다.	meaning_choice	"[""if"",""fail_fast"",""early_error"",""guard""]"
9	python_tests_regression_quality_gate_v47.json	PY47_L09_mock_fake_001	mock / fake 읽기	외부 API나 무거운 의존성을 테스트용 대체물로 바꾸는 mock/fake를 이해한다.	class FakeLLM:\n    def generate(self, prompt):\n        return {'answer': 'test'}	FakeLLM을 쓰는 이유는?	실제 LLM API 비용 없이 호출 흐름을 테스트하기 위해	mock/fake는 외부 의존성을 가짜 구현으로 바꿔 빠르고 안전하게 테스트하게 한다. mock과 fake는 테스트에서 실제 외부 시스템 대신 쓰는 대체 객체다. 네트워크나 DB 없이도 흐름을 검증할 수 있지만, 실제 동작과 차이가 생기지 않게 주의해야 한다.	Qwen/GPT 호출 없이 prompt, parser, validation 흐름만 테스트할 때 유용하다.	meaning_choice	"[""def"",""function"",""return"",""class"",""mock"",""fake"",""test_double""]"
9	python_tests_regression_quality_gate_v47.json	PY47_L09_pre_commit_check_001	pre-commit check 읽기	커밋 전에 로컬에서 자동 검증을 실행하는 pre-commit check를 이해한다.	before commit:\n  run json validation\n  run duplicate id check\n  run answer check	pre-commit check가 필요한 이유는?	깨진 파일을 커밋하기 전에 잡기 위해	pre-commit check는 commit 전에 실행하는 검사라는 뜻이며 hook이나 도구 설정이 있어야 자동 실행된다. JSON parse, ID uniqueness, answer 일관성을 조기에 잡지만 remote CI와 review를 대체하지 않는다. hook을 건너뛸 수 있으므로 같은 검사 script를 CI에서도 실행한다.	lesson JSON을 git add 하기 전 count, first, last, full validation을 확인한 흐름이다.	meaning_choice	"[""pre_commit"",""local_check"",""commit_safety""]"
9	python_tests_regression_quality_gate_v47.json	PY47_L09_validation_gate_001	validation gate 읽기	다음 단계로 넘어가기 전에 반드시 통과해야 하는 검증 관문을 이해한다.	generate_files()\nok = run_validation_gate()\nif not ok:\n    raise SystemExit(1)\ncommit_and_push()	validation gate의 역할은?	검증을 통과한 산출물만 다음 단계로 보내는 것	gate 결과를 ok로 받아 false면 nonzero exit로 중단하고 true일 때만 다음 단계를 호출한다. 실제 automation에서 commit·push는 별도 권한과 review가 필요한 side effect이므로 validation 함수가 직접 수행하기보다 명시적인 release 단계로 분리하는 편이 추적하기 쉽다.	카드 생성 후 전체 validation OK가 떠야 서버 확인과 commit으로 넘어갔다.	meaning_choice	"[""if"",""validation_gate"",""quality_gate"",""pipeline_step""]"
9	python_tests_validation_regression_v24.json	PY24_L09_json_parse_all_001	전체 JSON parse smoke test 읽기	모든 lesson JSON이 파싱 가능한지 빠르게 확인하는 smoke test를 읽는다.	"import json\nfrom pathlib import Path\n\nfor path in Path(""data/lessons"").glob(""*.json""):\n    json.loads(path.read_text(encoding=""utf-8""))\n    print(""OK"", path.name)"	이 테스트가 잡아낼 수 있는 문제는?	JSON 문법 깨짐	각 .json file의 전체 text를 읽고 json.loads가 syntax상 valid JSON인지 확인한다. 한 file이 invalid하면 exception에서 loop가 중단되어 그 뒤 file은 검사하지 않으며, glob은 하위 directory를 재귀적으로 찾지 않는다. parse 성공은 card schema나 id·answer 관계가 올바르다는 뜻도 아니므로 smoke test 뒤 semantic validation이 필요하다.	새 lesson 파일을 추가할 때 가장 먼저 돌릴 수 있는 기본 검증이다.	meaning_choice	"[""for"",""import"",""print"",""json"",""parse"",""smoke_test"",""validation""]"
9	python_tests_validation_regression_v24.json	PY24_L09_regression_total_cards_001	총 카드 수 회귀검사 읽기	새 보강 후 카드 수가 줄어들지 않았는지 확인하는 회귀검사를 이해한다.	"previous_total = 552\ncurrent_total = len(cards)\nif current_total < previous_total:\n    raise AssertionError(""card count decreased"")"	current_total이 previous_total보다 작으면?	회귀로 보고 실패시킨다	current_total이 552보다 작으면 AssertionError가 난다. 이 검사는 예상치 않은 감소 신호를 잡지만 증가, 같은 수의 잘못된 교체, 특정 file 누락을 찾지는 못한다. hard-coded 이전 수보다 manifest별 기대 수와 ID snapshot 또는 명시적인 승인 baseline을 함께 검증해야 회귀 원인을 정확히 알 수 있다.	lesson loading 누락으로 total count가 감소하는 회귀를 보조적으로 감지하는 검사다.	meaning_choice	"[""if"",""regression_test"",""total_count"",""validation""]"
9	python_tests_validation_regression_v24.json	PY24_L09_snapshot_hash_001	snapshot hash 비교 읽기	중요 파일의 해시를 비교해 의도치 않은 변경을 감지하는 구조를 읽는다.	"import hashlib\nfrom pathlib import Path\n\ndef sha256(path):\n    return hashlib.sha256(Path(path).read_bytes()).hexdigest()\n\nbefore = sha256(""src/pwa/app.js"")\n# patch here\nafter = sha256(""src/pwa/app.js"")\nprint(before == after)"	before == after가 False면 무엇을 의미하는가?	파일 내용이 바뀌었다	두 read 사이에 bytes가 달라지면 SHA-256 digest도 사실상 확실히 달라져 False가 된다. 반대로 같은 digest는 accidental change가 없다는 강한 evidence지만 어떤 줄이 바뀌었는지 설명하지 못하고, 신뢰되지 않은 hash는 source authenticity도 보장하지 않는다. 실제 review에는 git diff와 예상 변경 범위를 함께 쓴다.	패치 전후 변경 파일을 감시하거나 산출물 무결성을 확인하는 데 쓸 수 있다.	meaning_choice	"[""comment"",""def"",""function"",""return"",""import"",""print"",""snapshot"",""hash"",""regression"",""integrity""]"
9	python_tests_validation_regression_v34.json	PY34_L09_before_after_compare_001	변경 전/후 비교 읽기	패치 전후 결과 수치를 비교해 의도대로 바뀌었는지 확인한다.	before: TOTAL CARDS 708\nafter:  TOTAL CARDS 723\nincrease: 15	이 비교에서 알 수 있는 것은?	카드가 15장 늘었다	이 수치로 직접 알 수 있는 것은 총 카드 수가 708에서 723으로 15장 늘었다는 사실이다. 예상 증가량과 비교하면 누락이나 중복의 단서를 얻을 수 있지만, 새 카드의 내용이 정확하거나 기존 카드가 보존되었다는 사실까지는 총수만으로 증명할 수 없다.	v33에서 708장에서 723장으로 늘어난 것을 확인한 방식이다.	meaning_choice	"[""before_after"",""diff"",""validation""]"
9	python_tests_validation_regression_v34.json	PY34_L09_edge_case_001	edge case 읽기	보통 입력이 아닌 빈 값, 경계값, 누락값 테스트를 이해한다.	"assert filter_by_level([], 1) == []\nassert get_title({}) == """""	빈 리스트나 빈 dict를 테스트하는 이유는?	경계 상황에서도 함수가 깨지지 않는지 보기 위해	실제 앱에서는 데이터가 비어 있거나 필드가 누락될 수 있으므로 edge case 검증이 중요하다. edge case는 보통 흐름에서는 잘 안 보이지만 오류를 만들 수 있는 경계 상황이다. 빈 값, 아주 긴 값, 없는 파일 같은 경우를 따로 점검해야 한다. 따라서 정답은 ‘경계 상황에서도 함수가 깨지지 않는지 보기 위해’이다.	lesson이 아직 로딩 전이거나 side card가 없는 경우를 안전하게 처리하는 데 필요하다.	meaning_choice	"[""edge_case"",""empty_list"",""boundary""]"
9	python_tests_validation_regression_v34.json	PY34_L09_test_failure_log_001	테스트 실패 로그 읽기	실패 로그에서 어떤 테스트가 왜 실패했는지 찾는 순서를 익힌다.	FAILED test_cards.py::test_answer_in_choices\n\nAssertionError:\nanswer not found in choices\ncard_id = PY31_L09_dict_vs_object_001	이 로그에서 먼저 고칠 카드 id는?	PY31_L09_dict_vs_object_001	실패 원인은 answer가 choices에 없다는 것이고, card_id가 수정 대상을 알려준다. 테스트 실패 로그는 어떤 검사에서 어떤 기대값이 깨졌는지 보여 준다. 실패 메시지와 입력 파일, 최근 변경을 함께 보면 원인을 빨리 좁힐 수 있다. 따라서 정답은 ‘PY31_L09_dict_vs_object_001’이다.	v29/v31에서 실제로 겪었던 정답/선택지 불일치 문제와 같다.	meaning_choice	"[""test_failure"",""log"",""debugging""]"
9	python_user_notes_bookmarks_v56.json	PY56_L09_bookmark_filter_001	bookmark filter 읽기	북마크한 카드만 따로 모아 복습 목록으로 보여주는 필터를 읽는다.	const bookmarkSet = new Set(bookmarks);\nconst filtered = cards.filter(card => bookmarkSet.has(card.id));	bookmark filter의 목적은?	북마크한 카드만 따로 모아보기 위해	Set.has로 여러 card를 검사할 때 반복적인 배열 scan을 줄인다. 저장된 ID가 삭제되거나 다른 version에서 바뀌었을 수 있으므로 stale bookmark를 보존·표시할지 정하고, 중복 ID는 load 단계에서 normalize한다.	감사 v2에서 USER_NOTES_BOOKMARKS 축이 거의 비어 있었으므로, v56은 사용자가 중요한 카드와 자기 메모를 남겨 개인화 복습에 활용하는 기능을 보강한다.	meaning_choice	"[""bookmark_filter"",""saved_cards"",""filter""]"
9	python_user_notes_bookmarks_v56.json	PY56_L09_export_notes_001	export notes 읽기	개인 메모와 북마크를 백업 파일로 내보내는 흐름을 이해한다.	exportData = JSON.stringify({ notes, bookmarks }, null, 2)	export notes의 목적은?	개인 메모와 북마크를 백업하거나 옮기기 위해	export에는 notes, bookmarks뿐 아니라 schemaVersion, exportedAt, appVersion을 넣어 나중 import가 format을 판단하게 한다. JSON download가 실제로 성공했는지 test하고 개인 내용이 포함된 file임을 알린다. 암호화되지 않은 backup의 저장·공유 위험도 안내한다.	감사 v2에서 USER_NOTES_BOOKMARKS 축이 거의 비어 있었으므로, v56은 사용자가 중요한 카드와 자기 메모를 남겨 개인화 복습에 활용하는 기능을 보강한다.	meaning_choice	"[""export_notes"",""backup"",""JSON""]"
9	python_user_notes_bookmarks_v56.json	PY56_L09_note_privacy_001	note privacy 읽기	개인 메모는 사적인 학습 기록이므로 저장 위치와 공유 여부를 조심해야 함을 이해한다.	privateData = { notes, bookmarks, progress }	note privacy에서 중요한 점은?	개인 메모가 어디에 저장되고 공유되는지 명확히 하는 것	메모에는 사용자의 약점, 생각, 학습 습관이 들어갈 수 있으므로 개인정보처럼 다뤄야 한다. note privacy는 사용자의 개인 메모가 어디에 저장되고 누구에게 보이는지 확인하는 관점이다. 로컬 저장, 동기화, 내보내기 범위를 구분해야 한다.	감사 v2에서 USER_NOTES_BOOKMARKS 축이 거의 비어 있었으므로, v56은 사용자가 중요한 카드와 자기 메모를 남겨 개인화 복습에 활용하는 기능을 보강한다.	meaning_choice	"[""note_privacy"",""local_data"",""privacy""]"
9	python_user_notes_bookmarks_v56.json	PY56_L09_notes_search_001	notes search 읽기	사용자 메모 내용까지 검색 대상에 넣는 방식을 이해한다.	const normalizedQuery = query.trim().toLocaleLowerCase();\nconst matches = note.text.toLocaleLowerCase().includes(normalizedQuery);	notes search가 유용한 이유는?	사용자가 직접 남긴 메모 내용으로 카드를 다시 찾을 수 있기 때문에	note와 query 양쪽을 같은 방식으로 normalize해 case 차이를 줄인다. 빈 query의 의미, locale·Unicode와 note 없는 card를 처리한다. 개인 note 검색 index가 server나 analytics로 전송되는지 명확히 하고 기본적으로 local 범위에 둔다.	감사 v2에서 USER_NOTES_BOOKMARKS 축이 거의 비어 있었으므로, v56은 사용자가 중요한 카드와 자기 메모를 남겨 개인화 복습에 활용하는 기능을 보강한다.	meaning_choice	"[""notes_search"",""personal_search"",""search""]"
9	python_web_http_api_flow_v35.json	PY35_L09_api_endpoint_001	API endpoint 읽기	특정 기능에 대응하는 URL 경로인 endpoint를 이해한다.	GET /api/search?q=kalman\nGET /api/cards/today\nPOST /api/progress	/api/search의 역할로 자연스러운 것은?	검색 요청을 처리하는 endpoint	API endpoint는 HTTP 메서드와 URL을 통해 특정 서버 기능에 접근하는 지점이다. /api/search라는 이름은 검색 기능을 암시하지만 실제 동작은 서버 구현과 API 계약이 정한다. 프론트엔드와 백엔드는 경로뿐 아니라 method, 입력, 상태 코드, 응답 스키마도 맞춰야 한다.	FastAPI 검색 서버를 붙일 때 /api/search 같은 endpoint가 필요하다.	meaning_choice	"[""endpoint"",""route"",""API""]"
9	python_web_http_api_flow_v35.json	PY35_L09_fetch_basic_001	fetch 기본 읽기	브라우저 JavaScript에서 HTTP 요청을 보내고 JSON을 읽는 흐름을 이해한다.	"const res = await fetch(""/data/lessons/cards.json"");\nif (!res.ok) throw new Error(`HTTP ${res.status}`);\nconst cards = await res.json();"	await res.json()의 역할은?	응답 본문을 JSON 데이터로 읽는다	fetch는 먼저 Response 객체를 돌려주고, res.json()은 응답 본문을 읽어 JSON으로 파싱한다. fetch는 404나 500 응답만으로 promise를 reject하지 않으므로 res.ok나 status를 먼저 확인해야 한다. 본문이 유효한 JSON이 아니면 res.json() 자체도 실패할 수 있다.	현재 app.js가 curriculum과 lesson JSON을 불러오는 방식과 연결된다.	meaning_choice	"[""fetch"",""JavaScript"",""HTTP"",""JSON""]"
9	python_web_http_api_flow_v35.json	PY35_L09_json_response_001	JSON response 읽기	API가 돌려주는 JSON 응답 구조를 읽는다.	"{\n  ""ok"": true,\n  ""items"": [\n    {""id"": ""c1"", ""title"": ""HTTP 읽기""}\n  ]\n}"	items 필드에는 무엇이 들어 있는가?	결과 객체들의 리스트	이 JSON 객체에서 items 값은 결과 객체 하나를 담은 리스트다. ok는 성공 여부를 나타내도록 설계한 애플리케이션 필드일 뿐 HTTP 표준 필드는 아니다. 클라이언트는 HTTP 상태와 JSON 스키마를 각각 확인해야 한다.	검색 API나 카드 API를 만들 때 프론트엔드가 읽기 쉬운 응답 구조가 필요하다.	meaning_choice	"[""JSON_response"",""API"",""frontend""]"
10	cards_seed_v1.json	L10_risk_001	불안정한 코드 위험 찾기	import와 encoding이 갖춰진 뒤에도 입력 데이터의 key 누락 때문에 실패할 수 있는 지점을 찾는다.	"import json\n\nwith open(""chunks.jsonl"", ""r"", encoding=""utf-8"") as f:\n    for line in f:\n        row = json.loads(line)\n        print(row[""doc_id""])"	이 코드에서 여전히 남아 있는 데이터 의존 위험을 고르시오.	doc_id가 없는 줄이면 에러가 난다	"이 코드에는 json import와 UTF-8 encoding이 이미 들어 있다. 하지만 row[""doc_id""]는 모든 줄에 doc_id key가 있다고 가정하므로, 해당 key가 없는 줄을 만나면 KeyError가 난다. 따라서 정답은 ‘doc_id가 없는 줄이면 에러가 난다’이다. doc_id가 선택 필드라면 row.get(""doc_id"")를 쓰고, 필수 필드라면 읽은 직후 명확한 검증 오류를 내는 방식이 알맞다."	PM이 개발자에게 확인해야 할 위험 지점을 찾는 훈련이다.	risk_finding	"[""for"",""print"",""encoding"",""missing_key"",""import"",""error_handling""]"
10	python_accessibility_a11y_ui_v52.json	PY52_L10_a11y_as_product_quality_001	a11y as product quality 읽기	접근성을 부가 기능이 아니라 제품 품질로 보는 관점을 이해한다.	good UX = usable by more people\naccessibility = product quality	접근성을 제품 품질로 봐야 하는 이유는?	더 많은 사용자가 안정적으로 학습할 수 있게 하기 위해	학습앱은 초보자, 모바일 사용자, 키보드 사용자, 보조기기 사용자 모두를 고려해야 한다. 접근성은 별도 부가 기능이 아니라 제품 품질의 일부다. 키보드 조작, 명확한 오류 안내, 읽기 쉬운 구조가 모든 사용자에게 도움이 된다. 따라서 정답은 ‘더 많은 사용자가 안정적으로 학습할 수 있게 하기 위해’이다.	카드 수가 1000장을 넘었으므로, 이제 학습앱 UI를 더 많은 사용자가 안정적으로 쓸 수 있게 하는 접근성 품질이 중요하다.	meaning_choice	"[""a11y"",""product_quality"",""inclusive_design""]"
10	python_accessibility_a11y_ui_v52.json	PY52_L10_accessibility_checklist_001	accessibility checklist 읽기	UI 변경 후 접근성 체크리스트로 최소 품질을 확인하는 습관을 이해한다.	checklist = ['keyboard', 'focus', 'label', 'contrast', 'screen reader text']	접근성 체크리스트에 들어갈 항목은?	키보드 조작, 포커스 표시, label, 대비, 화면낭독기 텍스트	checklist와 automated scanner는 label 누락·일부 contrast 같은 반복 문제를 줄인다. 자동 검사는 keyboard flow, screen reader 의미, zoom, cognitive clarity를 모두 판정하지 못하므로 실제 keyboard, browser zoom, screen reader와 사용자 test를 함께 한다.	카드 수가 1000장을 넘었으므로, 이제 학습앱 UI를 더 많은 사용자가 안정적으로 쓸 수 있게 하는 접근성 품질이 중요하다.	meaning_choice	"[""accessibility_checklist"",""quality_gate"",""UI_review""]"
10	python_accessibility_a11y_ui_v52.json	PY52_L10_accessible_card_component_001	accessible card component 읽기	학습 카드 컴포넌트가 제목, 본문, 선택지, 결과를 의미 있게 가져야 함을 이해한다.	"<article aria-labelledby=""card-title"">\n  <h2 id=""card-title"">카드 제목</h2>\n</article>"	accessible card component에서 중요한 것은?	카드의 제목과 본문 구조를 보조기기도 이해할 수 있게 만드는 것	accessible card component는 키보드, 보조기기, 명확한 상태 표시를 함께 고려한 카드 UI다. 카드가 많아질수록 구조가 명확해야 유지보수도 쉬워진다. 따라서 정답은 ‘카드의 제목과 본문 구조를 보조기기도 이해할 수 있게 만드는 것’이다.	카드 수가 1000장을 넘었으므로, 이제 학습앱 UI를 더 많은 사용자가 안정적으로 쓸 수 있게 하는 접근성 품질이 중요하다.	meaning_choice	"[""card_component"",""semantic_structure"",""accessibility""]"
10	python_advanced_expansion_v5.json	PY5_L10_agent_router_001	agent router 읽기	작업 타입에 따라 다른 도구로 보내는 에이전트 라우팅을 읽는다.	"def route_task(task):\n    if task[""type""] == ""search"":\n        return search_tool(task[""query""])\n    if task[""type""] == ""write_file"":\n        return write_file(task[""path""], task[""content""])\n    return chat(task[""message""])"	type이 search이면 무엇을 호출하는가?	search_tool	agent router는 작업 종류에 따라 어떤 처리 흐름으로 보낼지 고른다. task type이 search라면 검색용 분기로 들어간다. 라우터 코드는 작업 내용을 직접 처리하기보다 적절한 함수나 도구로 넘기는 분기표처럼 이해하면 된다. 따라서 반환/호출 결과는 ‘search_tool’이다.	코드 에이전트와 자동화 워크플로우를 이해하는 핵심 패턴이다.	meaning_choice	"[""if"",""def"",""function"",""return"",""agent"",""router"",""tool_calling""]"
10	python_advanced_expansion_v5.json	PY5_L10_asyncio_run_001	asyncio.run 흐름 읽기	비동기 main 함수를 실행하고 await 결과를 받는 흐름을 읽는다.	"import asyncio\n\nasync def fetch():\n    return ""data""\n\nasync def main():\n    result = await fetch()\n    print(result)\n\nasyncio.run(main())"	출력은?	data	"main()은 main 코루틴 객체를 만들고 asyncio.run(...)이 이를 실행할 이벤트 루프를 시작한다. main 안의 await fetch()가 fetch를 실행해 ""data""를 돌려주면 result에 저장되고 print가 data를 출력한다. asyncio.run은 보통 비동기 프로그램의 최상위 진입점에서 한 번 사용하며, async 함수 이름만 넘기는 것이 아니라 main()처럼 만든 코루틴을 넘긴다는 점을 구분해야 한다."	비동기 API 서버, 크롤러, 에이전트 도구 호출 코드에서 보인다.	output_prediction	"[""return"",""import"",""print"",""async"",""await"",""asyncio""]"
10	python_advanced_expansion_v5.json	PY5_L10_chunk_loop_001	chunk 생성 루프 읽기	긴 텍스트를 일정 크기 조각으로 나누는 흐름을 읽는다.	def make_chunks(text, size):\n    chunks = []\n    for i in range(0, len(text), size):\n        chunks.append(text[i:i+size])\n    return chunks	range(0, len(text), size)의 역할은?	size 간격으로 위치를 이동한다	range(0, len(text), size)는 i를 0, size, 2*size처럼 size만큼 이동시킨다. 매번 text[i:i+size]가 최대 size개의 문자를 잘라 chunks에 넣으므로 마지막 조각만 더 짧을 수 있고, 이 코드에는 겹침이 없다. size는 양수여야 한다. 또한 문자 수 기준으로 자르므로 실제 RAG에서 token 한도나 단어 경계를 맞추려면 별도 로직이 필요하다.	RAG 청킹과 긴 문서 처리의 기본 흐름이다.	meaning_choice	"[""for"",""def"",""function"",""return"",""range"",""chunk"",""loop"",""text_processing""]"
10	python_advanced_expansion_v5.json	PY5_L10_claim_check_001	claim 문자열 포함 검사 읽기	claim 문자열이 evidence text에 그대로 포함됐는지 확인하는 단순 규칙을 읽는다.	"def check_claim(answer, evidence):\n    if answer[""claim""] not in evidence[""text""]:\n        return ""needs_review""\n    return ""supported"""	claim이 evidence text에 없으면?	needs_review	"not in은 answer[""claim""] 문자열이 evidence[""text""] 안에 글자 그대로 포함됐는지만 검사한다. 없으면 needs_review, 있으면 supported를 반환한다. 하지만 같은 뜻의 바꿔 쓴 문장은 놓칠 수 있고, 문자열이 우연히 포함돼도 문맥상 근거가 아닐 수 있으므로 supported는 실제 의미 검증 완료를 뜻하지 않는다. 이는 사람이나 더 강한 검증으로 보낼 후보를 가르는 단순 휴리스틱이다."	RAG 답변을 본격 검증하기 전에 적용할 수 있는 기초 문자열 휴리스틱에 가깝다.	meaning_choice	"[""if"",""def"",""function"",""return"",""claim"",""evidence"",""validation""]"
10	python_advanced_expansion_v5.json	PY5_L10_curation_skip_001	큐레이션 skip 조건 읽기	중복 URL과 낮은 점수를 기준으로 후보를 제외하는 흐름을 읽는다.	"def should_skip(item, seen_urls):\n    if item[""url""] in seen_urls:\n        return True\n    if item.get(""score"", 0) < 0.5:\n        return True\n    return False"	skip되는 조건은?	이미 본 URL이거나 score가 0.5 미만	첫 번째 if는 item의 URL이 seen_urls에 있으면 즉시 True를 반환한다. 중복이 아니어도 score가 0.5보다 작으면 두 번째 if가 True를 반환하므로, 두 조건은 논리적으로 OR처럼 작동한다. score가 정확히 0.5면 제외되지 않는다. score key가 없으면 get의 기본값 0 때문에 제외되며, url key가 없으면 대괄호 접근에서 KeyError가 난다는 입력 전제도 확인해야 한다.	수집 자료 선별과 읽을거리 큐 생성 흐름에 직접 연결된다.	meaning_choice	"[""if"",""def"",""function"",""return"",""curation"",""filter"",""score"",""dedup""]"
10	python_advanced_expansion_v5.json	PY5_L10_evidence_attach_001	evidence id 부착 흐름 읽기	답변에 사용한 문서 id 목록을 함께 붙이는 구조를 읽는다.	"def attach_evidence(answer, docs):\n    return {\n        ""answer"": answer,\n        ""evidence_ids"": [doc[""id""] for doc in docs]\n    }"	evidence_ids에는 무엇이 들어가는가?	docs의 id 목록	"리스트 컴프리헨션이 docs를 순서대로 돌며 각 doc[""id""]를 꺼내 evidence_ids 목록을 만든다. 반환값은 원래 answer와 그 ID 목록을 함께 담은 dict다. 이 연결은 나중에 출처를 다시 찾게 해 주지만, ID를 붙였다는 사실만으로 해당 문서가 답변을 실제로 뒷받침한다고 검증되지는 않는다. doc에 id가 없으면 KeyError가 난다는 전제도 확인해야 한다."	근거 기반 RAG와 검증 가능한 답변 구조에 중요하다.	meaning_choice	"[""def"",""function"",""return"",""evidence"",""rag"",""list_comprehension""]"
10	python_advanced_expansion_v5.json	PY5_L10_failure_summary_001	실패 원인 집계 읽기	실패 row들의 reason을 세어 요약하는 코드를 읽는다.	"def summarize_failures(rows):\n    by_reason = {}\n    for row in rows:\n        reason = row.get(""reason"", ""unknown"")\n        by_reason[reason] = by_reason.get(reason, 0) + 1\n    return by_reason"	by_reason의 역할은?	실패 원인별 개수 집계	"각 row에서 reason을 읽고, key가 없으면 ""unknown""을 사용한다. by_reason.get(reason, 0)은 아직 없는 원인이면 0에서 시작하고, 같은 원인이 다시 나오면 기존 개수에 1을 더한다. 반환되는 dict는 {실패 원인: 발생 횟수} 형태다. 이 집계는 빈도가 높은 문제를 찾는 데 도움을 주지만, 빈도만으로 수정 우선순위가 확정되는 것은 아니므로 영향도도 함께 봐야 한다."	dataset 실패 분석, 회귀 테스트, 품질 개선 루프에 직접 연결된다.	meaning_choice	"[""for"",""def"",""function"",""return"",""failure"",""dict"",""aggregation""]"
10	python_advanced_expansion_v5.json	PY5_L10_httpx_async_001	httpx 비동기 API 호출 읽기	async with와 await로 비동기 HTTP 요청을 보내는 구조를 읽는다.	"import httpx\n\nasync def get_items():\n    async with httpx.AsyncClient() as client:\n        res = await client.get(""https://example.com/api/items"")\n        return res.status_code"	await client.get(...)은 무엇을 기다리는가?	HTTP 응답	async with는 AsyncClient를 열고 블록이 끝날 때 연결 자원을 정리한다. await client.get(...)에서 현재 get_items 코루틴은 HTTP 요청과 응답을 기다리며 잠시 멈추지만, 이벤트 루프는 그동안 이미 예약된 다른 코루틴을 실행할 수 있다. 다만 이 함수 하나만 호출한다고 여러 요청이 자동으로 동시에 실행되는 것은 아니다. 여러 요청을 겹쳐 처리하려면 여러 코루틴을 task나 gather 등으로 함께 예약해야 한다.	대량 API 호출이나 FastAPI 내부 비동기 코드에서 자주 나온다.	meaning_choice	"[""return"",""import"",""httpx"",""async"",""api"",""client""]"
10	python_ai_learning_methods_v14.json	PY14_L10_model_strategy_map_001	상황별 AI 학습/적용 전략 지도	문제 상황별로 RAG/LoRA/양자화/증류를 비교해 선택한다.	Need latest knowledge -> RAG\nNeed response style/task habit -> LoRA or fine-tuning\nNeed smaller memory -> quantization\nNeed smaller faster model -> distillation\nNeed on-device inference -> quantization + NPU/runtime support	최신 문서 기반 답변이 핵심이면 우선순위가 높은 전략은?	RAG	새 지식을 자주 바꿔야 하면 검색 인덱스/문서 저장소를 업데이트하는 편이 실용적이다. 모델 전략 지도는 RAG, fine-tuning, prompt 개선, 도구 호출 중 어떤 방법을 쓸지 고르는 기준표다. 문제 원인이 지식 부족인지 형식 문제인지 먼저 나누어야 한다.	네 KG/RAG/LoRA 서비스 구조 설계 판단과 직접 연결된다.	meaning_choice	"[""rag"",""lora"",""quantization"",""distillation"",""strategy""]"
10	python_ai_toolchain_expansion_v12.json	PY12_L10_peft_lora_load_001	PEFT LoRA adapter 로드 읽기	base model에 LoRA adapter를 붙이는 코드를 읽는다.	from peft import PeftModel\n\nmodel = PeftModel.from_pretrained(base_model, adapter_path)	이 코드의 목적은?	base_model에 LoRA adapter를 로드한다	PeftModel.from_pretrained는 이미 메모리에 불러온 base_model을 adapter_path의 PEFT 설정·가중치로 감싸 LoRA adapter가 적용된 모델을 반환한다. adapter는 base model 전체를 대신하지 않으며, 학습에 사용한 base 모델 구조·이름·tokenizer와 호환돼야 한다. 이 호출만으로 adapter가 base 가중치에 영구 병합되는 것은 아니며 병합·저장은 별도 동작이다.	네 LoRA 추론/학습 코드 독해에 직접 필요하다.	meaning_choice	"[""import"",""peft"",""lora"",""adapter"",""llm""]"
